index_1,index_2,index_3,index_4,index_5,index_6,index_7,index_8,index_9,index_10,index_11,index_12,index_13,index_14,index_15,index_16,index_17,index_18,index_19,index_20,index_21,index_22,index_23,index_24,index_25,index_26,index_27,index_28,index_29,index_30,index_31,index_32,index_33,index_34,index_35,index_36,index_37,index_38,index_39,index_40,index_41,index_42,index_43,index_44,index_45,index_46,index_47,index_48,index_49,index_50,index_51,index_52,index_53,index_54,index_55,index_56,index_57,index_58,index_59,index_60,index_61,index_62,index_63,index_64,index_65,index_66,index_67,index_68,index_69,index_70,index_71,index_72,index_73,index_74,index_75,index_76,index_77,index_78,index_79,index_80,index_81,index_82,index_83,index_84,index_85,index_86,index_87,index_88,index_89,index_90,index_91,index_92,index_93,index_94,index_95,index_96,index_97,index_98,index_99,index_100,label
-0.033364907,0.052305249,0.003218395,-0.109952886,-0.169358686,-0.369791347,-0.017982918,0.414497634,-0.36146483,-0.313771561,0.002072353,-0.104496569,0.055999583,0.063960494,0.0443485,-0.070317679,0.135102677,-0.174064618,-0.007178358,-0.21291829,0.154181727,-0.003653714,0.089770853,-0.04159875,0.030392588,-0.040684236,-0.122099628,-0.14701319,0.023898588,0.091587711,0.120686586,-0.051642274,-0.011639306,-0.232470436,-0.03645185,0.120123507,0.074544757,-0.194580647,0.015985752,-0.218820149,-0.059266281,-0.252896399,-0.042448624,0.119539472,0.157121154,-0.07198057,-0.06880463,-0.10046433,-0.017585566,0.144874188,0.08168651,-0.181017709,0.061952763,-0.038574959,-0.049362938,0.092283579,0.015721576,0.097687198,-0.179563923,0.072074131,0.072431454,0.057818431,0.224309963,0.165029838,-0.265253438,0.113330284,0.172360102,0.167032352,-0.271228189,0.092957855,-0.026148843,0.124874234,0.064197514,-0.085938991,0.154272385,0.201171769,-0.124594407,0.171165249,-0.073578462,-0.024601278,-0.113682869,-0.064951538,-0.203140906,0.176641348,-0.021120017,0.011186615,0.081195451,0.212135892,0.317635649,-0.143683233,0.091981278,0.044332363,0.078547174,0.058718421,0.274378032,-0.077628249,0.001201776,-0.237986602,-0.229741438,-0.231904477,P
0.071814562,-0.019379381,0.04283682,0.073476291,-0.06652024,-0.160700338,-0.007226863,0.366389036,-0.089776677,-0.080061802,-0.140737502,-0.084158424,0.002226369,0.061726817,-0.040118136,-0.043088569,0.034730737,-0.089408341,0.005585967,-0.308050082,0.111390974,0.007944123,0.068072429,-0.170465477,0.016979386,-0.027188823,-0.172383903,0.079535555,-0.182769829,-0.037210176,0.105156631,0.079396674,0.132212857,-0.130676803,-0.074475678,0.0361129,-0.061797511,-0.17184578,0.033958763,-0.28102599,0.020807829,-0.231653024,-0.06703889,-0.021802419,0.128029215,-0.121540828,-0.157016917,-0.12950041,0.067812833,0.051271296,0.051450553,-0.083840746,-0.009934817,-0.079950921,0.021400018,0.112034789,-0.059795743,0.080049251,-0.13499339,-0.089020301,0.107049474,0.020403691,0.117198185,0.132646614,-0.097492708,0.122326151,-0.002838995,0.106674861,-0.22158889,0.207731933,-0.041686614,0.047461918,0.085939046,-0.0554444,0.195480645,0.15670169,0.049016947,-0.03442481,-0.065574944,0.062840008,-0.052756868,-0.082500618,-0.183451486,0.263821919,-0.071362531,-0.162142272,0.061140194,0.101279724,0.164358129,-0.049395847,0.192286958,0.02091296,-0.07231952,-0.005599239,0.139202614,0.221124247,-0.069756026,-0.074117704,-0.057148021,-0.007965318,P
-0.018304213,0.046489319,0.05243583,-0.036494333,-0.152129253,-0.126549746,-0.176864926,0.317733941,-0.038731262,-0.163275656,-0.163339458,-0.204705887,0.1034321,0.174532524,-0.10549022,-0.135644058,-0.040752843,-0.081608704,0.019067555,-0.317300375,0.10459297,-0.090651265,-0.08181808,-0.083565089,0.054301819,8.99394E-4,0.010200669,-0.041935444,-0.196473768,0.001561539,0.069974999,0.039857638,0.167230671,-0.110106668,0.024730548,-0.09624047,-0.21266288,-0.207913432,0.10951021,-0.222710772,0.037481788,-0.333861453,-0.038001753,0.021637754,0.045173464,-0.183397132,-0.190743462,-0.264355752,0.045996045,0.059705026,0.117130184,-0.169182243,-0.062656607,-0.101181056,-0.012905949,0.025535339,-0.112902325,0.131075175,-0.08471707,-0.078340943,0.199572307,-0.132616001,0.090209658,0.174971821,-0.153811732,0.081918487,0.07759605,0.222683914,-0.136579575,0.136060303,-0.098603989,0.04823318,-0.032086988,-0.102791062,0.245153049,0.211724642,0.032498508,0.081760113,-0.046658094,0.10424002,-0.160804729,-0.186807721,-0.091048843,0.091110503,-0.068836271,-0.192859151,-0.00651625,0.144616894,0.128919626,-0.068770986,-0.018027267,0.007265771,0.113881174,-0.051584645,0.20063361,0.24425007,-0.041387569,-0.120232436,-0.182376948,0.066100996,P
-0.02174697,-0.011350684,0.065482535,-0.059704217,-0.18021659,-0.225447786,-0.064353164,0.348387418,-0.218314455,-0.172629823,-0.073118783,-0.191455358,0.070315927,0.076291732,-0.024092742,-0.10654557,0.06977364,-0.13910929,0.002062237,-0.285922169,0.140597933,0.024830321,0.043629537,-0.134205208,0.101985702,-0.02938768,-0.092518315,-0.068235973,-0.10808027,0.023630292,0.088864736,0.051540841,0.051232556,-0.168371632,-0.008129734,0.055041412,-0.038448003,-0.224257932,0.04159007,-0.239946924,-0.040934305,-0.272329956,-0.033833479,0.049132902,0.148010393,-0.153284381,-0.139882806,-0.150992138,0.036574557,0.125101405,0.114286761,-0.163713412,0.015191626,-0.057044603,-0.014090485,0.05971026,-0.023521602,0.130008268,-0.129195086,0.020720085,0.089120582,-0.017769218,0.189192252,0.181471144,-0.209368454,0.097307942,0.112408798,0.179911969,-0.213195424,0.131509411,-0.075044041,0.060131009,0.0355665,-0.081812026,0.157194521,0.151941515,-0.050466927,0.086528458,-0.031308623,0.033799233,-0.150237825,-0.074754241,-0.163743493,0.171917208,-0.035981687,-0.078392235,0.091179158,0.163109726,0.22567257,-0.057332263,0.057766272,0.059926118,0.104773599,0.004171736,0.214680426,0.070461678,0.022811067,-0.150314914,-0.176075225,-0.12217139,P
0.008901268,0.022635493,0.089452434,-0.061357248,-0.148175656,-0.167527008,-0.141274707,0.364511877,-0.044513247,-0.158638429,-0.132572884,-0.17040713,0.064536601,0.190432897,-0.060975795,-0.123149721,-0.021643037,-0.151288847,-0.024781309,-0.343832879,0.116431424,-0.064511267,-0.061247135,-0.083342964,0.061140573,-0.022131434,0.02966894,-0.019029933,-0.142806081,0.05545484,0.073435721,0.048643095,0.161188105,-0.154173355,0.021348647,-0.096148098,-0.193271276,-0.251025854,0.136950446,-0.199154238,2.64802E-4,-0.300199238,-0.032725821,0.052180038,0.022764857,-0.178841545,-0.176743908,-0.22799758,0.027772977,0.100206129,0.119967549,-0.167986708,-0.048115851,-0.10918155,0.006552315,-0.005596939,-0.096750928,0.08266017,-0.079984522,-0.080628842,0.17860845,-0.118085202,0.08770817,0.214415596,-0.139144665,0.085605319,0.111638306,0.204937641,-0.204443699,0.139787493,-0.061419447,0.093310109,-0.0354257,-0.102887131,0.204488087,0.222999411,-0.004094812,0.096814814,-0.034236257,0.05447627,-0.135714346,-0.17158216,-0.165376194,0.103534566,-0.032084287,-0.154210726,-0.022421607,0.114881087,0.106464716,-0.035094347,-0.009494141,0.028572418,0.105462882,-0.048755517,0.187539065,0.221271202,-0.049677422,-0.091475404,-0.136978916,0.042669768,P
0.03796167,0.029356158,0.04882407,-0.012356778,-0.090862001,-0.158589954,-0.063294897,0.357263387,-0.072884279,-0.156216271,-0.043523055,-0.188509648,0.059380223,0.080853538,-0.073986903,-0.061608543,0.040861184,-0.108635843,-0.001982927,-0.304545912,0.150835828,-0.019835791,0.038127706,-0.161763078,0.055606229,-0.071334171,-0.069361692,-0.020858004,-0.112782802,-0.020464437,0.088526895,0.046089859,0.119912937,-0.118622817,-0.045539446,0.060095098,-0.068872295,-0.171276166,0.00218894,-0.262176987,-0.032330709,-0.23399173,-0.043173323,-0.009141948,0.087562635,-0.130843076,-0.148611498,-0.137726214,0.069450912,0.10064076,0.10177229,-0.156400385,0.012116825,-0.035707176,0.079161158,0.074701235,-0.0234752,0.065112385,-0.179936961,-0.020775182,0.096391231,-0.019776627,0.132689302,0.182443844,-0.143429009,0.087303347,0.058834779,0.125627666,-0.195914801,0.143566559,-0.01475011,0.109606454,0.078025913,-0.111346513,0.217965139,0.145198087,0.030073491,0.030825957,-0.074176576,0.076807259,-0.143869779,-0.084709269,-0.192232582,0.174438934,-0.060843505,-0.157913686,0.014533903,0.176907856,0.183371539,0.02342043,0.150569134,0.041470325,0.028362022,0.00144901,0.196365208,0.106471987,-0.037057644,-0.117144578,-0.124258164,-0.071849746,P
0.237829755,0.024444399,0.020039449,-0.017001156,0.158668403,0.013152589,0.120694788,0.376238929,0.090247825,-0.059839763,-0.083099575,-0.035543534,-0.065818056,0.204333964,-0.068753495,-0.135798339,-0.024462125,0.003046611,-0.041297665,-0.316431563,-0.039458474,-0.026718514,-0.080352116,-0.231472824,0.137395838,-0.132815464,0.05860449,0.320730215,-0.265137318,-0.097268378,0.205309679,0.10209293,0.043962697,-0.188002021,-0.157010817,-0.036242358,0.044919333,-0.441493654,0.002127927,-0.346972489,-0.101061316,0.061112957,-0.184545369,-0.016514546,0.261618417,-0.19508495,-0.20419925,-0.171205719,0.212756626,-0.17183199,-0.064080608,0.14734161,0.088707652,-0.062576513,0.020673313,-0.015255969,-0.223677212,0.045109074,-0.221956318,-0.35663151,0.244888676,0.060627998,0.191746526,0.182421757,-0.140529,0.126319375,-0.060906845,-0.042911658,-0.154212075,0.28535736,-0.137027707,0.059769509,0.219322273,-0.035370417,0.32146587,0.156776912,0.116374314,0.027971316,-0.0497134,-0.063774712,-0.17871731,-0.078905608,-0.480300541,0.284498217,-0.163178227,-0.191432,0.117795665,-0.278230463,0.093265604,-0.046380901,0.067085779,0.208341147,-0.076090258,-0.094535121,-0.009735084,0.328285789,0.047917426,-0.077213883,0.222806037,0.190292275,P
0.073224094,-0.017754192,0.044659992,0.007090909,-0.103429057,-0.185138764,-0.022018541,0.378589176,-0.121890483,-0.173910085,-0.076158775,-0.168371382,0.022873136,0.043073909,-0.023219184,-0.068673004,0.046132875,-0.105356464,-0.022069514,-0.283027341,0.122140075,0.028919874,0.051257259,-0.140267473,0.068670582,-0.032711789,-0.10740238,-0.031520039,-0.115694392,-0.011615594,0.082343243,0.046167067,0.059720398,-0.155473633,-0.063559734,0.062595212,-0.032441147,-0.15770599,0.015716795,-0.2853607,0.0060515,-0.257717047,-0.047404281,0.035702469,0.117788437,-0.129037672,-0.144060535,-0.155487849,0.048136507,0.118292668,0.111116272,-0.150941438,0.031912432,-0.047920435,-0.006531604,0.110746314,-0.008220545,0.071885922,-0.161687166,0.001861774,0.107032318,-0.006273666,0.152687063,0.127531094,-0.148842348,0.110711312,0.053875274,0.153911491,-0.217827289,0.1367944,-0.037022268,0.072720024,0.070319488,-0.079401564,0.189274395,0.151754882,-0.012737119,0.027954484,-0.08689481,0.061183462,-0.11665958,-0.084419472,-0.171398595,0.2027046,-0.036264294,-0.125557991,0.047018402,0.14355412,0.207286892,-0.047245696,0.136312119,0.046930577,0.027589251,0.017004714,0.179803507,0.122652353,-0.043044556,-0.117760653,-0.132750688,-0.122228486,P
-0.088617786,0.032467515,0.06425654,-0.13270578,-0.241729235,-0.342324861,0.005663481,0.410295921,-0.374769098,-0.255886703,-0.047164962,-0.086224685,0.058862155,0.096702398,0.043157861,-0.08175556,0.121429936,-0.178411192,-0.020015696,-0.204706555,0.152202227,0.034356687,0.099600197,-0.083966524,0.093060436,-0.045603011,-0.137334293,-0.103666994,0.011272908,0.11169118,0.061536176,0.034609202,-0.015987507,-0.226425365,-0.030350456,0.154503542,0.115758635,-0.234032716,-8.39998E-4,-0.193053323,-0.024292081,-0.276797496,-0.002693264,0.09918128,0.204321597,-0.086356931,-0.107692161,-0.074776476,0.011200608,0.183218956,0.024140366,-0.208601963,-0.016515788,-0.083947968,-0.156437635,0.122261885,-0.008673579,0.153976671,-0.152551619,0.052864014,0.0552537,0.052740149,0.215948655,0.184907633,-0.257164118,0.129054041,0.168998342,0.18306152,-0.245635207,0.145281672,-0.052011117,0.032872053,0.022943252,-0.077458982,0.114415099,0.202640642,-0.119355136,0.154869314,-0.030925867,-0.084596151,-0.140725511,-0.085424315,-0.202705943,0.166763379,-0.041218227,0.039359613,0.132297822,0.207416624,0.32939257,-0.167254884,0.061166021,0.06191759,0.11114673,0.087297094,0.25807081,-0.011342891,0.021379498,-0.230001151,-0.205903843,-0.180822152,P
0.043348615,0.011115004,0.041095626,-0.013159957,-0.130235932,-0.198305951,-0.057186539,0.364959132,-0.148097114,-0.176251084,-0.105264547,-0.160205057,0.047815061,0.072828156,-0.037807381,-0.077412974,0.043566766,-0.081564694,-0.009010044,-0.331633735,0.138097959,-0.010604364,-3.84555E-4,-0.124960246,0.044673271,-0.015058696,-0.08591486,-0.054803372,-0.080145515,0.007163598,0.062256834,0.013239011,0.101984575,-0.166765176,-0.020634797,0.03016797,-0.067841696,-0.174221582,0.069386838,-0.254506031,-0.017433754,-0.285325266,-0.040461983,0.051164859,0.105105766,-0.144948591,-0.163161426,-0.158060436,0.017674528,0.08141491,0.113064869,-0.162735689,0.012473769,-0.057520784,-0.006002122,0.08682742,-0.035988933,0.081888877,-0.120271804,-3.13336E-4,0.131682921,-0.046093193,0.126991519,0.176511548,-0.164867662,0.100709669,0.065522892,0.17502369,-0.233884768,0.121605151,-0.047746663,0.073275289,0.029466564,-0.087229099,0.181456411,0.169685917,-0.012610722,0.039029253,-0.059348181,0.067778236,-0.10069824,-0.107931818,-0.151109869,0.170206609,-0.0393299,-0.146019832,0.014145319,0.149612413,0.185671658,-0.045096599,0.106908125,0.036103125,0.065381196,0.01466612,0.192397739,0.157667729,-0.028149907,-0.106722758,-0.13995608,-0.087604331,P
